wav_path,dataset,file_id,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_pctlrange0-2,loudnessPeaksPerSec,jitterLocal_sma3nz_amean,shimmerLocaldB_sma3nz_amean,HNRdBACF_sma3nz_amean,alphaRatioV_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV500-1500_sma3nz_amean,equivalentSoundLevel_dBp
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/015-4_patient.wav,Pitt,015-4,0.1195081993937492,0.1741576939821243,32.13359832763672,0.1191957518458366,2.7644004821777344,1.098460674285889,0.7372258901596069,1.5831031799316406,3.0494608879089355,0.0230038333684206,1.0225515365600586,8.230432510375977,-19.512208938598636,0.0588708892464637,-0.0346472524106502,-12.836874008178713
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/017-4_patient.wav,Pitt,017-4,0.2202272713184356,0.3961776196956634,32.871883392333984,0.1571763455867767,5.5419769287109375,0.5676759481430054,0.8717314600944519,0.994391143321991,3.2085564136505127,0.0197653528302907,0.999085247516632,8.466730117797852,-18.223472595214844,0.0532727651298046,-0.0247897785156965,-19.43437767028809
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/021-0_patient.wav,Pitt,021-0,0.1085074618458747,0.1327353119850158,30.860774993896484,0.1612935066223144,3.5648765563964844,0.6863934397697449,0.5992857813835144,0.6545217633247375,2.978723526000977,0.0199147667735815,1.1663072109222412,6.558918476104736,-17.841970443725586,0.0447321981191635,-0.0258923787623643,-20.56562614440918
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/021-1_patient.wav,Pitt,021-1,0.1715333312749862,0.2051560133695602,31.705183029174805,0.2144995927810669,4.494621276855469,0.303195595741272,1.2957791090011597,0.3814601004123688,1.7853857278823853,0.0295334663242101,1.4943042993545532,5.643660068511963,-11.5953950881958,0.0265832897275686,-0.0110333217307925,-23.22075843811035
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/021-2_patient.wav,Pitt,021-2,0.1354999989271164,0.1513101160526275,29.130107879638672,0.0997143536806106,4.570098876953125,0.6704749464988708,0.4170904755592346,0.4630616009235382,4.025424003601074,0.0250577013939619,1.0837488174438477,6.241120338439941,-20.466278076171875,0.0480793714523315,-0.0372809134423732,-20.815540313720703
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/021-3_patient.wav,Pitt,021-3,0.1058333292603492,0.0807473734021186,29.319561004638672,0.1002511829137802,4.259550094604492,0.837314248085022,0.5550554394721985,0.7803405523300171,3.664223909378052,0.0242563784122467,0.9869709610939026,7.106791496276856,-23.0080623626709,0.0417996048927307,-0.0338919050991535,-16.16606330871582
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/021-4_patient.wav,Pitt,021-4,0.1523076891899109,0.1570597141981125,29.14535522460937,0.2870407700538635,12.971431732177734,0.5950254201889038,0.6990393996238708,0.7843412756919861,3.497267961502075,0.0638559237122535,1.4601571559906006,5.249099254608154,-24.428377151489254,0.047805979847908,-0.0343219600617885,-17.899980545043945
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/022-0_patient.wav,Pitt,022-0,0.1386956423521042,0.172665923833847,37.00230026245117,0.1824448406696319,9.682775497436523,0.5384873747825623,0.8712339997291565,0.7824979424476624,2.246814250946045,0.0386763960123062,1.5420106649398804,5.614551067352295,-9.91737937927246,0.0705248937010765,-0.0233591310679912,-23.892562866210938
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/022-1_patient.wav,Pitt,022-1,0.3771052360534668,0.6033716201782227,35.839324951171875,0.2537879645824432,6.247230529785156,0.3207130134105682,1.42853045463562,0.408896267414093,1.5458937883377075,0.0252964403480291,1.4184359312057495,5.202064514160156,-8.191590309143066,0.0384915769100189,-0.0279441028833389,-26.762357711791992
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/022-2_patient.wav,Pitt,022-2,0.2392753511667251,0.306368738412857,34.03490447998047,0.202064573764801,7.486236572265625,0.5948343276977539,0.9884885549545288,1.0131922960281372,2.244389057159424,0.0327767506241798,1.3121808767318726,6.54355525970459,-14.182085037231444,0.0822331458330154,-0.0382086634635925,-20.75389671325684
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/028-1_patient.wav,Pitt,028-1,0.2750000059604645,0.4002925157546997,33.904781341552734,0.1670479625463485,7.282567977905273,0.2306049168109893,1.7759109735488892,0.0753053575754165,0.9189189076423644,0.0284912791103124,1.4843562841415403,5.221102237701416,-6.860954761505127,0.0323189795017242,-0.0047203018330037,-27.65921401977539
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/028-4_patient.wav,Pitt,028-4,0.1760395914316177,0.2899541556835174,29.974868774414062,0.1470901519060135,3.656805038452149,0.4800523817539215,0.9008721709251404,0.768575131893158,2.836061954498291,0.0196706354618072,1.1965924501419067,7.691746234893799,-22.47243881225586,0.044954240322113,-0.0361805483698844,-21.265989303588867
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/034-0_patient.wav,Pitt,034-0,0.1258333325386047,0.1560464799404144,24.68654441833496,0.2484453618526458,4.67254638671875,0.482742428779602,0.8376959562301636,0.6141849160194397,2.4897680282592773,0.0335323140025138,1.5471755266189575,3.777871608734131,-20.080228805541992,0.0467994958162307,-0.0363354086875915,-22.64151382446289
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/034-1_patient.wav,Pitt,034-1,0.2155999839305877,0.2062829136848449,25.79020500183105,0.1761303693056106,3.101533889770508,0.2070770114660263,1.2972978353500366,0.2021565437316894,1.372549057006836,0.0317472256720066,1.6334617137908936,5.208665370941162,-23.07498359680176,0.0223252214491367,-0.0098960399627685,-23.052284240722656
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/034-2_patient.wav,Pitt,034-2,0.2369387745857238,0.3459308445453644,25.27081871032715,0.1413121968507766,2.3995532989501958,0.7430893778800964,0.5996882319450378,0.8358227014541626,3.043231010437012,0.03072165325284,1.846234917640686,2.3934075832366943,-15.544610023498535,0.0228560212999582,-0.0261189490556716,-20.504207611083984
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/034-3_patient.wav,Pitt,034-3,0.2220634818077087,0.4331104159355163,25.228498458862305,0.1386504918336868,3.672903060913086,0.4642557799816131,0.9147794842720032,0.8204404711723328,2.9627368450164795,0.0179793573915958,1.2566518783569336,5.933724880218506,-23.32364845275879,0.0225531235337257,-0.02742132358253,-20.51972770690918
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/034-4_patient.wav,Pitt,034-4,0.20742267370224,0.3203133046627044,23.605466842651367,0.1397191435098648,3.706825256347656,0.7519190311431885,0.8260614275932312,1.2166260480880735,2.882305860519409,0.0186230521649122,1.1640559434890747,5.129663944244385,-19.84751892089844,0.009760258719325,-0.0206250753253698,-17.148311614990234
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/042-1_patient.wav,Pitt,042-1,0.1264462769031524,0.1521355509757995,33.13021469116211,0.2136538624763488,4.687572479248047,0.3818791806697845,1.028016448020935,0.5773169994354248,2.7658560276031494,0.023691214621067,1.4783118963241575,6.9744391441345215,-14.446683883666992,0.0418519712984561,-0.0152528025209903,-22.741477966308597
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/042-2_patient.wav,Pitt,042-2,0.2910000085830688,0.8986512422561646,32.28400039672852,0.1928172260522842,4.279449462890625,0.2901919484138489,1.1281132698059082,0.4803996086120605,1.5686274766921997,0.0253183003515005,1.299466609954834,6.725022792816162,-16.288042068481445,0.0574128739535808,-0.0233757831156253,-26.97474670410156
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/042-3_patient.wav,Pitt,042-3,0.1817741990089416,0.2600962817668915,31.9574031829834,0.1379594504833221,2.320882797241211,0.3998659551143646,1.192854404449463,0.730467677116394,2.1865391731262207,0.0219603683799505,1.299773931503296,8.125542640686035,-20.25603485107422,0.0367888249456882,-0.0184726975858211,-19.949907302856445
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/042-4_patient.wav,Pitt,042-4,0.2108108103275299,0.2785132229328155,31.68561744689941,0.1064960062503814,3.21011734008789,0.4114018976688385,0.9178670048713684,0.6704068779945374,2.378592729568481,0.0154090691357851,1.0171679258346558,8.82289981842041,-19.466527938842773,0.0446159392595291,-0.0201782379299402,-23.3453426361084
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/045-0_patient.wav,Pitt,045-0,0.2570796310901642,0.3771872520446777,32.7724609375,0.2706332504749298,11.895376205444336,0.3123119473457336,1.3309698104858398,0.4486700594425201,1.3990148305892944,0.0452417582273483,1.5457991361618042,4.690207004547119,-9.769952774047852,0.0517284981906414,-0.0166765451431274,-27.455472946166992
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/045-2_patient.wav,Pitt,045-2,0.2903361320495605,0.4779454171657562,30.639408111572266,0.1601832509040832,3.452583312988281,0.4414307475090027,1.04160737991333,0.786666989326477,1.839438796043396,0.0189879015088081,1.1682918071746826,6.106905937194824,-12.585808753967283,0.0394325330853462,-0.0160281602293252,-23.39397621154785
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/045-3_patient.wav,Pitt,045-3,0.2080434709787368,0.3206149935722351,27.520357131958008,0.2230583578348159,4.352252960205078,0.6452635526657104,0.92034512758255,1.081207275390625,2.130528688430786,0.0267701689153909,1.1356546878814695,5.476909637451172,-18.178768157958984,0.0370167344808578,-0.0322146341204643,-17.968656539916992
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/052-0_patient.wav,Pitt,052-0,0.1431481391191482,0.1594762653112411,27.040790557861328,0.22339728474617,3.097452163696289,0.3101100325584411,1.028988480567932,0.4637141227722168,1.605288028717041,0.0231830310076475,1.4493708610534668,5.623357772827148,-21.435453414916992,0.0241788942366838,-0.0241018161177635,-25.329330444335938
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/052-2_patient.wav,Pitt,052-2,0.1513333320617675,0.3000525832176208,24.99503898620605,0.2340959906578064,2.6726226806640625,0.5034617781639099,0.8970839977264404,0.8689974546432495,3.11185884475708,0.0165761709213256,1.3824654817581177,5.2000017166137695,-23.15454864501953,0.0199350994080305,-0.0306321792304515,-19.44739151000977
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/054-0_patient.wav,Pitt,054-0,0.3572413623332977,0.4626489877700805,30.194589614868164,0.086518183350563,2.5182552337646484,0.7899852991104126,0.5224676728248596,0.5950711965560913,1.8166574239730835,0.0207478553056716,1.0992282629013062,6.416168689727783,-14.443981170654297,0.0160890500992536,-0.0221954192966222,-21.61738395690918
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/055-0_patient.wav,Pitt,055-0,0.1823376566171646,0.2361371964216232,33.88716125488281,0.2942228019237518,16.861967086791992,0.4365387558937073,1.067185401916504,0.763412594795227,2.765705347061157,0.0521058999001979,1.9031224250793457,4.47869873046875,-12.529728889465332,0.065863624215126,-0.0285179577767848,-23.160789489746094
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/056-0_patient.wav,Pitt,056-0,0.150307685136795,0.1975384652614593,29.933948516845703,0.3348759114742279,15.549224853515623,0.5386015772819519,0.9227877259254456,0.899932861328125,3.2388663291931152,0.0560750029981136,1.8600701093673704,3.1053452491760254,-10.263983726501465,0.0340259559452533,-0.0110393241047859,-21.76803398132324
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/056-3_patient.wav,Pitt,056-3,0.2252727299928665,0.3285220563411712,22.584938049316406,0.0794040337204933,2.78277587890625,0.6060041189193726,0.7008211612701416,0.799222469329834,3.0456855297088623,0.0184608045965433,1.0421994924545288,4.67953634262085,-23.350229263305664,0.0167578160762786,-0.0247424952685832,-18.166244506835938
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/056-4_patient.wav,Pitt,056-4,0.2013235241174698,0.4163563847541809,25.27574920654297,0.1372939795255661,2.53554916381836,0.513129711151123,0.8344020843505859,0.8194588422775269,2.6291372776031494,0.0189686529338359,1.034848690032959,5.938650608062744,-26.258617401123047,0.000197243745788,-0.0274845007807016,-18.03617477416992
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/059-2_patient.wav,Pitt,059-2,0.2136363536119461,0.24717578291893,29.404754638671875,0.1237385794520378,5.507625579833984,0.5027600526809692,0.8892911672592163,0.7999341487884521,2.403433561325073,0.0182530637830495,1.0510605573654177,7.73405647277832,-21.617416381835938,0.0551521033048629,-0.0334956608712673,-21.224706649780277
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/059-3_patient.wav,Pitt,059-3,0.1731579005718231,0.244498461484909,32.582374572753906,0.1187716647982597,4.4229736328125,1.1843643188476562,0.7530873417854309,1.6832706928253174,2.1144280433654785,0.0138047421351075,0.8133053779602051,9.46864891052246,-23.252735137939453,0.0602854788303375,-0.0358081236481666,-10.21411418914795
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/059-4_patient.wav,Pitt,059-4,0.1167391240596771,0.1397988349199295,32.307411193847656,0.1224870234727859,6.297735214233398,0.743447482585907,0.7199053168296814,0.8769444823265076,2.764155149459839,0.0151455178856849,0.915299117565155,9.35245132446289,-20.70377540588379,0.064805269241333,-0.033804252743721,-17.251787185668945
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/068-0_patient.wav,Pitt,068-0,0.1960176974534988,0.3342500627040863,31.872879028320312,0.2018717974424362,4.028839111328125,0.3863464593887329,1.0840904712677002,0.5360174179077148,1.567251443862915,0.0256366319954395,1.408133029937744,5.653417587280273,-10.828232765197754,0.0368781387805938,-0.0211586691439151,-25.957067489624023
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/068-2_patient.wav,Pitt,068-2,0.3063636422157287,0.5582549571990967,34.474510192871094,0.2316244840621948,5.505544662475586,0.2528903484344482,1.5305147171020508,0.3165205717086792,1.4727540016174316,0.0234538484364748,1.5822337865829468,6.49926233291626,-12.352684020996094,0.0352889634668827,-0.0152580821886658,-26.630205154418945
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/068-3_patient.wav,Pitt,068-3,0.1544999927282333,0.1997200101613998,31.68425750732422,0.1869780719280243,3.6566085815429688,0.875657856464386,0.7731072902679443,1.2007852792739868,2.653904914855957,0.0246914587914943,0.9037035703659058,8.214241981506348,-17.765878677368164,0.0484690032899379,-0.0341616608202457,-16.473360061645508
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/071-0_patient.wav,Pitt,071-0,0.1368750035762787,0.2184882313013076,22.90607261657715,0.2559348046779632,3.757396697998047,0.3819780349731445,0.8342282772064209,0.4102537631988525,2.209944725036621,0.0259492918848991,1.5210356712341309,3.811346292495728,-21.1556396484375,0.0471637062728405,-0.0102416342124342,-24.06708526611328
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/071-1_patient.wav,Pitt,071-1,0.133095234632492,0.1383316814899444,29.018455505371094,0.3862219750881195,11.25348663330078,0.5387009382247925,0.887287974357605,0.6404574513435364,2.735562324523926,0.0556395687162876,1.823691844940185,2.668545961380005,-10.37419319152832,0.0337685830891132,-0.0192585363984107,-23.109548568725582
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/071-2_patient.wav,Pitt,071-2,0.170131579041481,0.2176821231842041,22.7918643951416,0.2747756838798523,3.025371551513672,0.5621195435523987,0.8288949728012085,0.8266654014587402,3.5677175521850586,0.0204427260905504,1.3985801935195925,3.758703231811523,-18.78339195251465,0.0314053483307361,-0.0363044366240501,-20.71286392211914
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/071-3_patient.wav,Pitt,071-3,0.1664367765188217,0.2345696836709976,21.64082336425781,0.1763089150190353,4.147905349731445,0.780539333820343,0.8447287082672119,1.0692991018295288,2.521254777908325,0.0241793803870677,1.272347092628479,3.754664182662964,-21.04310607910156,0.0126362545415759,-0.0355807915329933,-16.5989990234375
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/071-4_patient.wav,Pitt,071-4,0.165263146162033,0.2381515502929687,23.09486961364746,0.2477626353502273,3.3980865478515625,0.568320631980896,0.8268709778785706,0.8610591888427734,3.39270567893982,0.0181840676814317,1.3436928987503052,4.268856048583984,-18.10285758972168,0.0418147444725036,-0.0364658720791339,-20.75395774841309
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/073-0_patient.wav,Pitt,073-0,0.1590666621923446,0.2727791368961334,28.17163848876953,0.2930935025215149,11.918619155883787,0.4065086841583252,1.10942804813385,0.663502037525177,2.6881721019744877,0.0505261607468128,1.8071213960647583,4.631611347198486,-16.691417694091797,0.047523021697998,-0.0098359873518347,-22.614599227905277
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/073-1_patient.wav,Pitt,073-1,0.2641538381576538,0.4745617806911468,23.97612571716309,0.3592044413089752,4.765346527099609,0.5223352313041687,1.1094592809677124,0.951796054840088,2.1243841648101807,0.026434738188982,1.509829044342041,2.913939476013184,-12.850278854370115,0.03536182269454,-0.0262452997267246,-22.967191696166992
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/073-3_patient.wav,Pitt,073-3,0.2275806367397308,0.327985942363739,23.33156013488769,0.2739549279212951,2.874837875366211,0.4584765136241913,1.089586853981018,0.8560538291931152,2.066420793533325,0.0188170615583658,1.1617789268493652,4.480875492095947,-18.61739730834961,0.0393237918615341,-0.0203647259622812,-20.75599479675293
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/086-0_patient.wav,Pitt,086-0,0.0797156393527984,0.0586168877780437,25.884878158569336,0.445442259311676,21.878475189208984,0.2529698014259338,1.1764363050460815,0.3116337656974792,1.961490035057068,0.0353970825672149,1.3621740341186523,4.394676685333252,-18.26129531860352,0.005163203459233,-0.0038134849164634,-25.775739669799805
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/086-1_patient.wav,Pitt,086-1,0.1841463446617126,0.1851561665534973,33.37866973876953,0.1907466650009155,10.418657302856444,0.2651764750480652,0.9683375358581544,0.2753304243087768,1.2276045083999634,0.0388809852302074,1.5136752128601074,7.544180393218994,-20.48421859741211,0.0115153677761554,-0.0078835375607013,-26.77291679382324
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/086-2_patient.wav,Pitt,086-2,0.1779687404632568,0.449778288602829,30.41075325012207,0.1716899275779724,4.624755859375,0.4547919034957886,0.7982648015022278,0.6420274972915649,2.6662278175354004,0.0180914793163537,0.9654324650764464,8.491620063781738,-25.595956802368164,0.019357418641448,-0.0278399307280778,-19.75051498413086
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/086-3_patient.wav,Pitt,086-3,0.147499993443489,0.3051918745040893,31.40768051147461,0.0966071784496307,3.559814453125,0.5137104988098145,0.7585029006004333,0.6336207389831543,2.781289577484131,0.0161667875945568,1.0333184003829956,8.569711685180664,-25.598743438720703,0.041305836290121,-0.0328626222908496,-20.0145206451416
/content/drive/MyDrive/asr project/preprocessed_patient_audio/Control/Pitt/wav_patient_only/086-4_patient.wav,Pitt,086-4,0.1486046463251114,0.2006915956735611,31.57518768310547,0.0949784070253372,4.017024993896484,0.6280083656311035,0.7535450458526611,0.7912244200706482,2.7410998344421387,0.0179630760103464,0.9840542674064636,8.959443092346191,-24.01346015930176,0.0373241752386093,-0.0276552829891443,-17.577167510986328
